"DESTINATION","COMMERCIAL.FLAG","CITY","REGION","COUNTRY","FLIGH.DIRECTION","FLIGHT.TYPE","DATE","DATE.YEAR","DATE.HALF.YEAR","DATE.YEAR.QUARTER","DATE.YEAR.MONTH","NBR.OF.PASSENGERS","CARGO.WEIGHT","NBR.OF.FLIGHTS","SEAT.CAPACITY","encoding"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2009-08-01,2009,"2009H2","2009Q3","200908",452,0,8,896,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2009-10-01,2009,"2009H2","2009Q4","200910",817,0,9,1155,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2010-04-01,2010,"2010H1","2010Q2","201004",496,0,8,1203,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2008-12-01,2008,"2008H2","2008Q4","200812",373,0,9,890,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-06-01,2009,"2009H1","2009Q2","200906",306,0,8,872,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2010-12-01,2010,"2010H2","2010Q4","201012",674,0,11,1330,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2010-01-01,2010,"2010H1","2010Q1","201001",426,0,7,858,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2008-04-01,2008,"2008H1","2008Q2","200804",583,0,8,800,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2008-12-01,2008,"2008H2","2008Q4","200812",404,0,9,890,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2010-11-01,2010,"2010H2","2010Q4","201011",864,0,13,1678,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2010-06-01,2010,"2010H1","2010Q2","201006",788,0,12,1356,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2011-06-01,2011,"2011H1","2011Q2","201106",869,3567,15,2227,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2007-03-01,2007,"2007H1","2007Q1","200703",26,0,1,190,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2008-08-01,2008,"2008H2","2008Q3","200808",841,0,10,1000,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2010-11-01,2010,"2010H2","2010Q4","201011",1178,0,13,1725,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2010-03-01,2010,"2010H1","2010Q1","201003",509,0,9,1135,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2010-02-01,2010,"2010H1","2010Q1","201002",383,0,6,761,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2007-11-01,2007,"2007H2","2007Q4","200711",474,0,9,900,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2008-02-01,2008,"2008H1","2008Q1","200802",353,0,9,900,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2009-09-01,2009,"2009H2","2009Q3","200909",576,0,10,1148,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2010-09-01,2010,"2010H2","2010Q3","201009",751,0,13,1560,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2010-02-01,2010,"2010H1","2010Q1","201002",304,0,6,761,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2011-09-01,2011,"2011H2","2011Q3","201109",1372,3803,17,2116,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2011-03-01,2011,"2011H1","2011Q1","201103",990,7787,13,1702,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-01-01,2009,"2009H1","2009Q1","200901",420,0,8,770,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-03-01,2009,"2009H1","2009Q1","200903",277,0,9,753,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-04-01,2009,"2009H1","2009Q2","200904",512,0,8,730,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2011-08-01,2011,"2011H2","2011Q3","201108",986,15298,17,1997,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2011-06-01,2011,"2011H1","2011Q2","201106",1003,16515,15,2215,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2011-03-01,2011,"2011H1","2011Q1","201103",954,8190,13,1702,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2011-02-01,2011,"2011H1","2011Q1","201102",662,4251,9,1088,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2009-04-01,2009,"2009H1","2009Q2","200904",522,0,8,730,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2010-01-01,2010,"2010H1","2010Q1","201001",314,0,7,858,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2012-01-01,2012,"2012H1","2012Q1","201201",1088,1781,11,1247,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2011-07-01,2011,"2011H2","2011Q3","201107",1379,9600,17,2245,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2007-08-01,2007,"2007H2","2007Q3","200708",83,0,8,100,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2008-05-01,2008,"2008H1","2008Q2","200805",93,0,9,900,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2008-09-01,2008,"2008H2","2008Q3","200809",418,0,8,770,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-05-01,2009,"2009H1","2009Q2","200905",551,0,10,910,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2010-10-01,2010,"2010H2","2010Q4","201010",1008,0,12,1498,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2010-08-01,2010,"2010H2","2010Q3","201008",1371,0,12,1629,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Non.Scheduled",2007-11-01,2007,"2007H2","2007Q4","200711",0,0,1,0,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2011-10-01,2011,"2011H2","2011Q4","201110",1180,15433,15,1943,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2011-07-01,2011,"2011H2","2011Q3","201107",1859,15245,18,2378,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2007-08-01,2007,"2007H2","2007Q3","200708",548,0,8,548,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2008-03-01,2008,"2008H1","2008Q1","200803",545,0,10,953,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2008-05-01,2008,"2008H1","2008Q2","200805",719,0,9,900,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2007-12-01,2007,"2007H2","2007Q4","200712",559,0,9,559,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2008-08-01,2008,"2008H2","2008Q3","200808",608,0,10,1000,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2010-12-01,2010,"2010H2","2010Q4","201012",683,0,10,1209,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2010-07-01,2010,"2010H2","2010Q3","201007",1468,0,14,1669,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2011-01-01,2011,"2011H1","2011Q1","201101",654,2768,8,920,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2007-11-01,2007,"2007H2","2007Q4","200711",0,0,9,900,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2007-09-01,2007,"2007H2","2007Q3","200709",138,0,9,450,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2008-02-01,2008,"2008H1","2008Q1","200802",1,0,9,900,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2008-03-01,2008,"2008H1","2008Q1","200803",103,0,10,830,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2008-07-01,2008,"2008H2","2008Q3","200807",472,0,8,772,"UTF-8"
"Amman/Marka","Commercial","Amman","","Jordan","Outgoing","Non.Scheduled",2008-10-01,2008,"2008H2","2008Q4","200810",0,0,1,211,"UTF-8"
"Amman/Marka","Commercial","Amman","","Jordan","Incoming","Non.Scheduled",2011-11-01,2011,"2011H2","2011Q4","201111",104,0,1,121,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2012-02-01,2012,"2012H1","2012Q1","201202",139,1793,1,168,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2011-11-01,2011,"2011H2","2011Q4","201111",939,11592,13,1678,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2011-01-01,2011,"2011H1","2011Q1","201101",460,2407,8,920,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2007-10-01,2007,"2007H2","2007Q4","200710",722,0,9,1710,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2008-01-01,2008,"2008H1","2008Q1","200801",294,0,8,800,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2008-09-01,2008,"2008H2","2008Q3","200809",357,0,8,770,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2008-07-01,2008,"2008H2","2008Q3","200807",569,0,8,772,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2008-10-01,2008,"2008H2","2008Q4","200810",701,0,12,1350,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2009-06-01,2009,"2009H1","2009Q2","200906",758,0,9,981,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2010-08-01,2010,"2010H2","2010Q3","201008",780,0,13,1750,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2011-11-01,2011,"2011H2","2011Q4","201111",1124,4948,12,1557,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2011-12-01,2011,"2011H2","2011Q4","201112",947,3726,13,1549,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2011-05-01,2011,"2011H1","2011Q2","201105",601,5076,9,1053,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2008-04-01,2008,"2008H1","2008Q2","200804",156,0,8,800,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2008-10-01,2008,"2008H2","2008Q4","200810",811,0,11,1250,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-02-01,2009,"2009H1","2009Q1","200902",215,0,8,675,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2010-04-01,2010,"2010H1","2010Q2","201004",648,0,7,1035,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2012-01-01,2012,"2012H1","2012Q1","201201",838,5341,11,1247,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2011-04-01,2011,"2011H1","2011Q2","201104",871,6381,13,1465,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2007-07-01,2007,"2007H2","2007Q3","200707",137,0,2,137,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2009-02-01,2009,"2009H1","2009Q1","200902",184,0,8,675,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2009-03-01,2009,"2009H1","2009Q1","200903",293,0,9,753,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2009-11-01,2009,"2009H2","2009Q4","200911",323,0,5,644,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2010-10-01,2010,"2010H2","2010Q4","201010",983,0,12,1557,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Outgoing","Scheduled",2010-03-01,2010,"2010H1","2010Q1","201003",571,0,9,1135,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2011-10-01,2011,"2011H2","2011Q4","201110",1142,3173,16,2111,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2011-04-01,2011,"2011H1","2011Q2","201104",824,3957,13,1465,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2011-02-01,2011,"2011H1","2011Q1","201102",627,2473,9,1088,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2008-06-01,2008,"2008H1","2008Q2","200806",409,0,9,900,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-08-01,2009,"2009H2","2009Q3","200908",892,0,9,1016,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-09-01,2009,"2009H2","2009Q3","200909",695,0,9,1076,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-11-01,2009,"2009H2","2009Q4","200911",425,0,5,644,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2009-10-01,2009,"2009H2","2009Q4","200910",881,0,9,1155,"UTF-8"
"Amman/Queen Alia","Commercial","Amman","","Jordan","Incoming","Scheduled",2010-06-01,2010,"2010H1","2010Q2","201006",730,0,12,1356,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Non.Scheduled",2011-04-01,2011,"2011H1","2011Q2","201104",84,0,1,131,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Non.Scheduled",2007-03-01,2007,"2007H1","2007Q1","200703",245,0,2,241,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Non.Scheduled",2010-06-01,2010,"2010H1","2010Q2","201006",0,0,1,145,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Non.Scheduled",2007-03-01,2007,"2007H1","2007Q1","200703",0,0,2,386,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2011-10-01,2011,"2011H2","2011Q4","201110",20687,29966,155,25303,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2007-04-01,2007,"2007H1","2007Q2","200704",17270,137322,200,23586,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2009-11-01,2009,"2009H2","2009Q4","200911",11687,0,120,15366,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2010-06-01,2010,"2010H1","2010Q2","201006",13140,0,120,15877,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2010-04-01,2010,"2010H1","2010Q2","201004",9204,0,102,13898,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2008-10-01,2008,"2008H2","2008Q4","200810",13375,115333,162,20107,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2009-10-01,2009,"2009H2","2009Q4","200910",13879,0,150,19302,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2010-06-01,2010,"2010H1","2010Q2","201006",11674,0,119,15756,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Non.Scheduled",2011-05-01,2011,"2011H1","2011Q2","201105",0,0,1,184,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Non.Scheduled",2008-01-01,2008,"2008H1","2008Q1","200801",141,0,1,180,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Non.Scheduled",2009-12-01,2009,"2009H2","2009Q4","200912",0,0,1,121,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2012-04-01,2012,"2012H1","2012Q2","201204",15538,15948,105,19908,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2012-03-01,2012,"2012H1","2012Q1","201203",13767,17517,93,15957,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2011-01-01,2011,"2011H1","2011Q1","201101",12975,13887,149,20057,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2011-07-01,2011,"2011H2","2011Q3","201107",17038,26517,148,23325,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2008-04-01,2008,"2008H1","2008Q2","200804",11934,129274,153,20836,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2009-04-01,2009,"2009H1","2009Q2","200904",10510,111276,148,17220,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2009-10-01,2009,"2009H2","2009Q4","200910",15581,0,147,19302,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2009-12-01,2009,"2009H2","2009Q4","200912",10245,0,115,14179,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2010-10-01,2010,"2010H2","2010Q4","201010",14472,0,124,16704,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2012-04-01,2012,"2012H1","2012Q2","201204",14744,13121,105,19908,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2011-10-01,2011,"2011H2","2011Q4","201110",18871,37019,155,25303,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2011-05-01,2011,"2011H1","2011Q2","201105",18985,30759,155,26066,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2007-01-01,2007,"2007H1","2007Q1","200701",9711,76510,183,18364,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2008-03-01,2008,"2008H1","2008Q1","200803",11346,143524,157,16563,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2008-01-01,2008,"2008H1","2008Q1","200801",8027,97020,159,18751,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2008-11-01,2008,"2008H2","2008Q4","200811",11211,138978,160,17446,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2008-12-01,2008,"2008H2","2008Q4","200812",10348,53537,140,15150,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2008-08-01,2008,"2008H2","2008Q3","200808",12127,131576,164,18249,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Non.Scheduled",2009-08-01,2009,"2009H2","2009Q3","200908",158,0,2,180,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Non.Scheduled",2011-02-01,2011,"2011H1","2011Q1","201102",0,0,1,0,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Non.Scheduled",2007-06-01,2007,"2007H1","2007Q2","200706",0,0,1,168,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Non.Scheduled",2007-12-01,2007,"2007H2","2007Q4","200712",82,0,2,334,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Non.Scheduled",2008-05-01,2008,"2008H1","2008Q2","200805",3,0,2,162,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2012-05-01,2012,"2012H1","2012Q2","201205",16800,12281,110,25011,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2011-12-01,2011,"2011H2","2011Q4","201112",13349,30011,136,21708,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2011-02-01,2011,"2011H1","2011Q1","201102",11567,19809,137,18109,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2007-05-01,2007,"2007H1","2007Q2","200705",18206,129092,209,26107,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2007-10-01,2007,"2007H2","2007Q4","200710",19416,140999,190,25549,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2008-03-01,2008,"2008H1","2008Q1","200803",11026,125127,158,16669,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2008-07-01,2008,"2008H2","2008Q3","200807",11457,99790,159,19175,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2008-06-01,2008,"2008H1","2008Q2","200806",12607,154511,155,20352,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2008-09-01,2008,"2008H2","2008Q3","200809",15156,115508,154,20115,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2009-03-01,2009,"2009H1","2009Q1","200903",8763,132415,150,16794,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2009-08-01,2009,"2009H2","2009Q3","200908",15245,0,132,16186,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Outgoing","Scheduled",2010-09-01,2010,"2010H2","2010Q3","201009",13806,0,119,16041,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2007-08-01,2007,"2007H2","2007Q3","200708",15511,103372,186,21538,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2009-03-01,2009,"2009H1","2009Q1","200903",9000,103630,154,16794,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2009-04-01,2009,"2009H1","2009Q2","200904",10764,100439,149,17220,"UTF-8"
"Amsterdam","Commercial","Amszterdam","","The Netherlands","Incoming","Scheduled",2009-06-01,2009,"2009H1","2009Q2","200906",11526,94151,153,17150,"UTF-8"
